Date,cms
10/20/2021,4.163
10/21/2021,4.021
10/22/2021,3.908
10/23/2021,3.794
10/24/2021,3.710
10/25/2021,3.596
10/26/2021,3.511
10/27/2021,3.823
10/28/2021,4.219
10/29/2021,6.485
10/30/2021,7.136
10/31/2021,6.485
11/1/2021,5.578
11/2/2021,5.380
11/3/2021,5.182
11/4/2021,4.870
11/5/2021,4.502
11/6/2021,4.219
11/7/2021,3.993
11/8/2021,3.851
11/9/2021,3.738
11/10/2021,3.681
11/11/2021,3.681
11/12/2021,3.653
11/13/2021,3.596
11/14/2021,3.568
11/15/2021,3.568
11/16/2021,3.540
11/17/2021,3.681
11/18/2021,3.766
11/19/2021,3.681
11/20/2021,3.540
11/21/2021,3.455
11/22/2021,3.370
11/23/2021,3.256
11/24/2021,3.200
11/25/2021,3.115
11/26/2021,3.058
11/27/2021,3.030
11/28/2021,3.002
11/29/2021,2.973
11/30/2021,2.945
12/1/2021,2.917
12/2/2021,2.888
12/3/2021,2.860
12/4/2021,2.860
12/5/2021,2.832
12/6/2021,2.888
12/7/2021,3.058
12/8/2021,3.285
12/9/2021,4.729
12/10/2021,9.260
12/11/2021,13.309
12/12/2021,15.433
12/13/2021,16.650
12/14/2021,16.990
12/15/2021,15.914
12/16/2021,13.394
12/17/2021,11.157
12/18/2021,10.279
12/19/2021,11.610
12/20/2021,12.573
12/21/2021,15.178
12/22/2021,19.369
12/23/2021,21.209
12/24/2021,21.379
12/25/2021,21.492
12/26/2021,21.153
12/27/2021,19.510
12/28/2021,16.820
12/29/2021,13.762
12/30/2021,11.100
12/31/2021,9.146
1/1/2022,7.844
1/2/2022,6.994
1/3/2022,6.315
1/4/2022,5.862
1/5/2022,5.522
1/6/2022,5.239
1/7/2022,5.210
1/8/2022,5.465
1/9/2022,5.465
1/10/2022,5.267
1/11/2022,5.040
1/12/2022,5.947
1/13/2022,9.090
1/14/2022,11.780
1/15/2022,13.337
1/16/2022,13.847
1/17/2022,13.167
1/18/2022,11.893
1/19/2022,10.336
1/20/2022,9.316
1/21/2022,8.240
1/22/2022,7.447
1/23/2022,7.164
1/24/2022,7.957
1/25/2022,9.430
1/26/2022,12.997
1/27/2022,16.792
1/28/2022,20.048
1/29/2022,22.852
1/30/2022,25.117
1/31/2022,26.873
2/1/2022,27.751
2/2/2022,26.759
2/3/2022,23.616
2/4/2022,21.549
2/5/2022,19.850
2/6/2022,18.604
2/7/2022,19.312
2/8/2022,19.793
2/9/2022,20.870
2/10/2022,22.965
2/11/2022,25.853
2/12/2022,29.450
2/13/2022,32.848
2/14/2022,35.113
2/15/2022,33.697
2/16/2022,26.788
2/17/2022,18.774
2/18/2022,13.592
2/19/2022,11.383
2/20/2022,9.939
2/21/2022,9.458
2/22/2022,9.458
2/23/2022,9.571
2/24/2022,9.571
2/25/2022,9.684
2/26/2022,9.118
2/27/2022,8.665
2/28/2022,8.127
3/1/2022,7.504
3/2/2022,6.909
3/3/2022,6.513
3/4/2022,6.258
3/5/2022,6.088
3/6/2022,6.003
3/7/2022,5.947
3/8/2022,6.003
3/9/2022,7.051
3/10/2022,10.421
3/11/2022,11.667
3/12/2022,15.178
3/13/2022,18.831
3/14/2022,22.059
3/15/2022,28.883
3/16/2022,47.006
3/17/2022,65.412
3/18/2022,90.614
3/19/2022,117.232
3/20/2022,131.107
3/21/2022,135.355
3/22/2022,126.576
3/23/2022,143.000
3/24/2022,157.442
3/25/2022,176.131
3/26/2022,173.299
3/27/2022,127.992
3/28/2022,95.994
3/29/2022,75.889
3/30/2022,65.695
3/31/2022,69.659
4/1/2022,75.040
4/2/2022,75.040
4/3/2022,69.943
4/4/2022,61.448
4/5/2022,49.838
4/6/2022,41.626
4/7/2022,37.095
4/8/2022,34.830
4/9/2022,33.131
4/10/2022,31.998
4/11/2022,31.715
4/12/2022,30.865
4/13/2022,28.883
4/14/2022,30.299
4/15/2022,49.838
4/16/2022,59.749
4/17/2022,62.014
4/18/2022,52.953
4/19/2022,43.042
4/20/2022,37.095
4/21/2022,34.547
4/22/2022,32.281
4/23/2022,30.582
4/24/2022,28.600
4/25/2022,26.051
4/26/2022,22.031
4/27/2022,17.273
4/28/2022,12.516
4/29/2022,9.203
4/30/2022,7.362
5/1/2022,6.230
5/2/2022,5.720
5/3/2022,7.589
5/4/2022,8.778
5/5/2022,7.815
5/6/2022,8.920
5/7/2022,12.318
5/8/2022,14.866
5/9/2022,14.017
5/10/2022,12.516
5/11/2022,12.516
5/12/2022,13.139
5/13/2022,12.912
5/14/2022,11.723
5/15/2022,10.052
5/16/2022,8.155
5/17/2022,6.201
5/18/2022,4.701
5/19/2022,3.823
5/20/2022,3.313
5/21/2022,2.973
5/22/2022,3.285
5/23/2022,4.276
5/24/2022,3.823
5/25/2022,3.936
5/26/2022,4.814
5/27/2022,3.993
5/28/2022,3.200
5/29/2022,2.789
5/30/2022,2.526
5/31/2022,2.347
6/1/2022,2.217
6/2/2022,2.144
6/3/2022,2.178
6/4/2022,2.512
6/5/2022,2.398
6/6/2022,2.135
6/7/2022,1.965
6/8/2022,1.843
6/9/2022,1.741
6/10/2022,1.665
6/11/2022,1.608
6/12/2022,1.563
6/13/2022,1.501
6/14/2022,1.444
6/15/2022,1.388
6/16/2022,1.376
6/17/2022,1.388
6/18/2022,1.382
6/19/2022,1.339
6/20/2022,1.393
6/21/2022,1.342
6/22/2022,1.246
6/23/2022,1.203
6/24/2022,1.220
6/25/2022,1.167
6/26/2022,1.121
6/27/2022,1.076
6/28/2022,1.048
6/29/2022,1.025
6/30/2022,1.025
7/1/2022,1.056
7/2/2022,1.093
7/3/2022,1.073
7/4/2022,1.039
7/5/2022,1.002
7/6/2022,1.104
7/7/2022,1.164
7/8/2022,1.102
7/9/2022,0.983
7/10/2022,0.977
7/11/2022,0.934
7/12/2022,0.906
7/13/2022,0.881
7/14/2022,0.866
7/15/2022,0.866
7/16/2022,0.847
7/17/2022,0.799
7/18/2022,0.779
7/19/2022,0.765
7/20/2022,0.782
7/21/2022,0.864
7/22/2022,0.852
7/23/2022,0.872
7/24/2022,0.946
7/25/2022,0.940
7/26/2022,0.923
7/27/2022,0.838
7/28/2022,0.818
7/29/2022,0.818
7/30/2022,0.872
7/31/2022,0.960
8/1/2022,0.974
8/2/2022,1.736
8/3/2022,1.555
8/4/2022,1.543
8/5/2022,1.489
8/6/2022,1.634
8/7/2022,1.229
8/8/2022,1.076
8/9/2022,1.051
8/10/2022,1.005
8/11/2022,1.002
8/12/2022,1.011
8/13/2022,0.954
8/14/2022,0.917
8/15/2022,0.886
8/16/2022,0.881
8/17/2022,0.912
8/18/2022,0.903
8/19/2022,0.886
8/20/2022,0.878
8/21/2022,0.881
8/22/2022,0.903
8/23/2022,1.158
8/24/2022,3.766
8/25/2022,12.997
8/26/2022,22.087
8/27/2022,25.315
8/28/2022,31.998
8/29/2022,28.175
8/30/2022,24.381
8/31/2022,16.452
9/1/2022,13.224
9/2/2022,11.412
9/3/2022,20.586
9/4/2022,30.865
9/5/2022,21.379
9/6/2022,9.571
9/7/2022,7.391
9/8/2022,9.430
9/9/2022,10.675
9/10/2022,9.175
9/11/2022,7.504
9/12/2022,6.258
9/13/2022,5.465
9/14/2022,5.040
9/15/2022,4.502
9/16/2022,3.681
9/17/2022,2.973
9/18/2022,2.532
9/19/2022,2.217
9/20/2022,1.982
9/21/2022,1.795
9/22/2022,1.654
9/23/2022,1.538
9/24/2022,1.436
9/25/2022,1.356
9/26/2022,1.283
9/27/2022,1.226
9/28/2022,1.178
9/29/2022,1.133
9/30/2022,1.110
10/1/2022,1.079
10/2/2022,1.053
10/3/2022,1.028
10/4/2022,1.011
10/5/2022,0.991
10/6/2022,0.974
10/7/2022,0.957
10/8/2022,0.926
10/9/2022,0.909
10/10/2022,0.903
10/11/2022,0.889
10/12/2022,0.869
10/13/2022,0.866
10/14/2022,0.872
10/15/2022,0.850
10/16/2022,0.841
10/17/2022,0.841
10/18/2022,0.835
10/19/2022,0.841
10/20/2022,0.838
10/21/2022,0.841
10/22/2022,0.830
10/23/2022,0.818
10/24/2022,0.807
10/25/2022,0.824
10/26/2022,0.821
10/27/2022,0.827
10/28/2022,0.824
10/29/2022,0.827
10/30/2022,0.818
10/31/2022,0.816
11/1/2022,0.827
11/2/2022,0.838
11/3/2022,0.835
11/4/2022,0.821
11/5/2022,0.994
11/6/2022,1.121
11/7/2022,1.036
11/8/2022,0.966
11/9/2022,0.980
11/10/2022,0.994
11/11/2022,1.031
11/12/2022,1.246
11/13/2022,1.433
11/14/2022,1.356
11/15/2022,1.393
11/16/2022,1.413
11/17/2022,1.422
11/18/2022,1.557
11/19/2022,1.716
11/20/2022,1.767
11/21/2022,1.815
11/22/2022,1.832
11/23/2022,1.761
11/24/2022,2.067
11/25/2022,7.023
11/26/2022,11.044
11/27/2022,17.641
11/28/2022,16.282
11/29/2022,11.582
11/30/2022,8.240
12/1/2022,6.003
12/2/2022,5.465
12/3/2022,5.465
12/4/2022,5.239
12/5/2022,4.870
12/6/2022,4.446
12/7/2022,3.964
12/8/2022,3.455
12/9/2022,2.917
12/10/2022,2.498
12/11/2022,7.391
12/12/2022,12.884
12/13/2022,10.137
12/14/2022,21.549
12/15/2022,46.440
12/16/2022,55.784
12/17/2022,52.953
12/18/2022,38.511
12/19/2022,27.014
12/20/2022,39.360
12/21/2022,57.483
12/22/2022,71.075
12/23/2022,77.588
12/24/2022,70.509
12/25/2022,58.333
12/26/2022,48.422
12/27/2022,45.873
12/28/2022,46.723
12/29/2022,48.139
12/30/2022,53.236
12/31/2022,61.448
1/1/2023,64.562
1/2/2023,58.899
1/3/2023,56.917
1/4/2023,65.695
1/5/2023,64.279
1/6/2023,62.580
1/7/2023,69.093
1/8/2023,80.137
1/9/2023,108.737
1/10/2023,120.630
1/11/2023,107.321
1/12/2023,80.986
1/13/2023,62.014
1/14/2023,48.988
1/15/2023,39.077
1/16/2023,31.998
1/17/2023,27.467
1/18/2023,24.607
1/19/2023,25.202
1/20/2023,26.703
1/21/2023,22.937
1/22/2023,34.547
1/23/2023,40.210
1/24/2023,44.741
1/25/2023,117.515
1/26/2023,160.273
1/27/2023,152.911
1/28/2023,142.717
1/29/2023,127.426
1/30/2023,169.618
1/31/2023,199.917
2/1/2023,196.236
2/2/2023,187.741
2/3/2023,178.113
2/4/2023,157.159
2/5/2023,136.487
2/6/2023,122.046
2/7/2023,122.612
2/8/2023,134.222
2/9/2023,202.465
2/10/2023,211.810
2/11/2023,176.980
2/12/2023,143.566
2/13/2023,123.461
2/14/2023,104.772
2/15/2023,92.030
2/16/2023,85.800
2/17/2023,92.879
2/18/2023,94.578
2/19/2023,88.632
2/20/2023,83.252
2/21/2023,76.739
2/22/2023,69.376
2/23/2023,62.297
2/24/2023,53.519
2/25/2023,43.042
2/26/2023,33.697
2/27/2023,27.071
2/28/2023,22.653
3/1/2023,19.369
3/2/2023,16.622
3/3/2023,14.243
3/4/2023,12.205
3/5/2023,10.647
3/6/2023,9.458
3/7/2023,8.523
3/8/2023,7.929
3/9/2023,7.985
3/10/2023,8.552
3/11/2023,9.345
3/12/2023,9.373
3/13/2023,8.523
3/14/2023,7.391
3/15/2023,6.428
3/16/2023,5.805
3/17/2023,16.169
3/18/2023,48.988
3/19/2023,56.351
3/20/2023,50.404
3/21/2023,40.493
3/22/2023,33.980
3/23/2023,29.733
3/24/2023,27.354
3/25/2023,24.551
3/26/2023,21.436
3/27/2023,18.831
3/28/2023,20.105
3/29/2023,21.266
3/30/2023,16.849
3/31/2023,12.573
4/1/2023,10.534
4/2/2023,9.260
4/3/2023,8.184
4/4/2023,7.079
4/5/2023,6.201
4/6/2023,5.493
4/7/2023,8.269
4/8/2023,20.133
4/9/2023,27.071
4/10/2023,27.043
4/11/2023,24.296
4/12/2023,22.682
4/13/2023,23.928
4/14/2023,26.646
4/15/2023,30.865
4/16/2023,42.192
4/17/2023,48.705
4/18/2023,52.103
4/19/2023,47.572
4/20/2023,35.113
4/21/2023,23.220
4/22/2023,18.604
4/23/2023,15.234
4/24/2023,12.544
4/25/2023,11.213
4/26/2023,10.336
4/27/2023,10.647
4/28/2023,11.468
4/29/2023,10.109
4/30/2023,9.118
5/1/2023,7.589
5/2/2023,7.079
5/3/2023,6.938
5/4/2023,6.371
5/5/2023,6.003
5/6/2023,6.145
5/7/2023,6.513
5/8/2023,7.108
5/9/2023,6.315
5/10/2023,8.920
5/11/2023,16.537
5/12/2023,13.989
5/13/2023,9.345
5/14/2023,7.108
5/15/2023,7.079
5/16/2023,7.730
5/17/2023,7.787
5/18/2023,7.023
5/19/2023,5.833
5/20/2023,4.984
5/21/2023,4.304
5/22/2023,3.738
5/23/2023,3.370
5/24/2023,3.087
5/25/2023,2.832
5/26/2023,2.625
5/27/2023,2.432
5/28/2023,2.280
5/29/2023,2.152
5/30/2023,2.067
5/31/2023,2.022
6/1/2023,1.920
6/2/2023,1.841
6/3/2023,1.920
6/4/2023,2.132
6/5/2023,2.203
6/6/2023,2.121
6/7/2023,1.982
6/8/2023,1.943
6/9/2023,2.047
6/10/2023,2.248
6/11/2023,2.073
6/12/2023,2.067
6/13/2023,2.347
6/14/2023,2.682
6/15/2023,2.888
6/16/2023,2.625
6/17/2023,2.248
6/18/2023,2.008
6/19/2023,1.843
6/20/2023,1.719
6/21/2023,1.676
6/22/2023,2.353
6/23/2023,2.002
6/24/2023,3.285
6/25/2023,7.504
6/26/2023,10.591
6/27/2023,10.137
6/28/2023,7.023
6/29/2023,4.531
6/30/2023,3.200
7/1/2023,2.611
7/2/2023,2.308
7/3/2023,2.087
7/4/2023,1.928
7/5/2023,1.809
7/6/2023,1.826
7/7/2023,1.838
7/8/2023,2.112
7/9/2023,1.869
7/10/2023,1.702
7/11/2023,1.583
